collection_frequency,hourly_collection_plan_id,row_count,timeBox_start_date,timeBox_start_time,timeBox_end_date,timeBox_end_time,ownerSequence,inputRequest_exists,Collection_id,Collection_customer,Collection_name,collection_frequency_requestOwner,Collection_earliestStartTime,Collection_expectedDeliveryTime,Collection_hints,Collection_status,Collection_customerPackagingId,input_filename,input_reference,owner_timebox_start_date,owner_timebox_start_time,owner_timebox_end_date,owner_timebox_end_time,provider,site,hierarchy_customer,hierarchy_customerSiteCode,hierarchy_priority,requests_count,enrichment_request_count,file_collection_frequency,file_hourly_collection_plan_id,grouped_row_count
Daily,17445,715205,20250702,0,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17445,355705
Daily,17434,715204,20250701,0,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17434,355628
Daily,17456,715205,20250703,0,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17456,355610
Daily,17456,715205,20250703,0,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17456,332707
Daily,17445,715205,20250702,0,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17445,332612
Daily,17434,715204,20250701,0,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17434,332239
Daily,17457,701616,20250703,0,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17457,305564
Daily,17446,701616,20250702,0,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17446,305529
Daily,17435,701807,20250701,0,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17435,305332
Daily,17458,535999,20250703,0,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17458,210279
Daily,17447,535999,20250702,0,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17447,210268
Daily,17436,536000,20250701,0,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17436,210144
Daily,17459,536000,20250703,0,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17459,201132
Daily,17448,536000,20250702,0,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17448,201125
Daily,17437,536000,20250701,0,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17437,201024
Daily,17460,536000,20250703,0,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17460,198745
Daily,17449,536000,20250702,0,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17449,198735
Daily,17438,536001,20250701,0,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17438,198728
Daily,17446,701616,20250702,0,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17446,172711
Daily,17457,701616,20250703,0,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17457,172676
Daily,17435,701807,20250701,0,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17435,172618
Daily,17449,536000,20250702,500,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17449,143296
Daily,17438,536001,20250701,500,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17438,143277
Daily,17460,536000,20250703,500,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17460,143235
Daily,17448,536000,20250702,500,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17448,135803
Daily,17459,536000,20250703,500,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17459,135792
Daily,17437,536000,20250701,500,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17437,135698
Daily,17435,701807,20250701,500,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17435,130595
Daily,17446,701616,20250702,500,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17446,130423
Daily,17457,701616,20250703,500,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17457,130400
Daily,17458,535999,20250703,500,20250703,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17458,126436
Daily,17447,535999,20250702,500,20250702,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17447,126341
Daily,17436,536000,20250701,500,20250701,1059,1,1,38,AA,GDS,daily,1900,600,,active,1,AA_GDS.csv,28229,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17436,126293
Daily,17447,535999,20250702,0,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17447,118408
Daily,17458,535999,20250703,0,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17458,118397
Daily,17436,536000,20250701,0,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17436,118383
Daily,17431,183154,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,TP,1G,*,GDS,1,1,0,Daily,17431,118325
Daily,17448,536000,20250702,0,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17448,113593
Daily,17459,536000,20250703,0,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17459,113586
Daily,17437,536000,20250701,0,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17437,113572
Daily,17449,536000,20250702,0,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,0,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17449,112350
Daily,17460,536000,20250703,0,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,0,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17460,112340
Daily,17438,536001,20250701,0,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,0,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17438,112247
Daily,17223,108000,20250701,1200,20250701,1659,1,1,85,AS,Weekly,daily,500,1000,,active,1,AS_Weekly_20250423.csv,33476,20250701,1200,20250701,1659,AS,AS-API,*,AS,1,1,0,Daily,17223,107995
Daily,17254,107437,20250703,1800,20250703,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250703,1800,20250703,2359,AS,AS-API,*,AS,1,1,0,Daily,17254,98002
Daily,17242,107437,20250702,1800,20250702,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250702,1800,20250702,2359,AS,AS-API,*,AS,1,1,0,Daily,17242,98002
Daily,17230,107437,20250701,1800,20250701,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250701,1800,20250701,2359,AS,AS-API,*,AS,1,1,0,Daily,17230,98002
Daily,17443,155391,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,TP,1G,*,GDS,1,1,0,Daily,17443,94733
Daily,17454,143515,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,TP,1G,*,GDS,1,1,0,Daily,17454,84512
Daily,17460,536000,20250703,500,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17460,78494
Daily,17449,536000,20250702,500,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17449,78433
Daily,17438,536001,20250701,500,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17438,78374
Daily,17453,75480,20250702,1800,20250702,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250702,1800,20250702,2359,TP,1G,*,GDS,1,1,0,Daily,17453,75480
Daily,17464,75480,20250703,1800,20250703,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250703,1800,20250703,2359,TP,1G,*,GDS,1,1,0,Daily,17464,75480
Daily,17442,75480,20250701,1800,20250701,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250701,1800,20250701,2359,TP,1G,*,GDS,1,1,0,Daily,17442,75480
Daily,17437,536000,20250701,500,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17437,74394
Daily,17459,536000,20250703,500,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17459,74366
Daily,17448,536000,20250702,500,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17448,74355
Daily,17493,79320,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,SS,SKYS,*,SK,1,1,0,Daily,17493,74161
Daily,17480,79320,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,SS,SKYS,*,SK,1,1,0,Daily,17480,71536
Daily,17457,701616,20250703,500,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17457,71516
Daily,17435,701807,20250701,500,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17435,71513
Daily,17446,701616,20250702,500,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17446,71493
Daily,17461,85397,20250703,400,20250703,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250703,400,20250703,1159,TP,1G,*,GDS,1,1,0,Daily,17461,70647
Daily,17439,85397,20250701,400,20250701,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250701,400,20250701,1159,TP,1G,*,GDS,1,1,0,Daily,17439,70647
Daily,17450,85397,20250702,400,20250702,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250702,400,20250702,1159,TP,1G,*,GDS,1,1,0,Daily,17450,70647
Daily,17447,535999,20250702,500,20250702,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17447,69227
Daily,17436,536000,20250701,500,20250701,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17436,69227
Daily,17458,535999,20250703,500,20250703,1059,1,1,64,WN,WN_aggregated,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35034,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17458,69132
Daily,17467,79320,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,SS,SKYS,*,SK,1,1,0,Daily,17467,68789
Daily,17289,81376,20250701,0,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,0,20250701,959,SP,B6_API,*,B6,1,1,0,Daily,17289,61560
Daily,17311,81376,20250703,0,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,0,20250703,959,SP,B6_API,*,B6,1,1,0,Daily,17311,61560
Daily,17300,81376,20250702,0,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,0,20250702,959,SP,B6_API,*,B6,1,1,0,Daily,17300,61560
Daily,17431,183154,20250630,2300,20250701,359,1,1,103,SK,DP,daily,100,630,,active,1,27JUN25Mastersubscriptions3VDPTemplate.csv,36799,20250630,2300,20250701,359,TP,1G,*,DL,2,1,0,Daily,17431,57070
Daily,17454,143515,20250702,2300,20250703,359,1,1,103,SK,DP,daily,100,630,,active,1,27JUN25Mastersubscriptions3VDPTemplate.csv,36799,20250702,2300,20250703,359,TP,1G,*,DL,2,1,0,Daily,17454,53858
Daily,17443,155391,20250701,2300,20250702,359,1,1,103,SK,DP,daily,100,630,,active,1,27JUN25Mastersubscriptions3VDPTemplate.csv,36799,20250701,2300,20250702,359,TP,1G,*,DL,2,1,0,Daily,17443,53858
Daily,17492,79320,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,SS,SKYS,*,SK,1,1,0,Daily,17492,52142
Daily,17466,79320,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,SS,SKYS,*,SK,1,1,0,Daily,17466,50874
Daily,17479,79320,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,SS,SKYS,*,SK,1,1,0,Daily,17479,50682
Daily,17222,30238,20250701,1200,20250701,1659,1,1,85,AS,Weekly,daily,500,1000,,active,1,AS_Weekly_20250423.csv,33476,20250701,1200,20250701,1659,AS,AS-API,*,AS,1,1,0,Daily,17222,30235
Daily,17479,79320,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,SS,SKYS,*,DY,2,1,0,Daily,17479,26505
Daily,17492,79320,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,SS,SKYS,*,DY,2,1,0,Daily,17492,26446
Daily,17466,79320,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,SS,SKYS,*,DY,2,1,0,Daily,17466,26268
Daily,17235,22393,20250702,1200,20250702,1659,1,1,85,AS,Weekly,daily,500,1000,,active,1,AS_Weekly_20250423.csv,33476,20250702,1200,20250702,1659,AS,AS-API,*,AS,1,1,0,Daily,17235,22385
Daily,17290,32240,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250701,0,20250701,1059,SP,B6_API,*,B6,1,1,0,Daily,17290,21516
Daily,17301,32240,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250702,0,20250702,1059,SP,B6_API,*,B6,1,1,0,Daily,17301,21516
Daily,17312,32240,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250703,0,20250703,1059,SP,B6_API,*,B6,1,1,0,Daily,17312,21516
Daily,17300,81376,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,SP,B6_API,*,B6,1,1,0,Daily,17300,19028
Daily,17311,81376,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,SP,B6_API,*,B6,1,1,0,Daily,17311,19028
Daily,17289,81376,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,SP,B6_API,*,B6,1,1,0,Daily,17289,19028
Daily,17461,85397,20250703,200,20250703,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250703,200,20250703,1159,TP,1G,*,GDS,1,1,0,Daily,17461,14750
Daily,17450,85397,20250702,200,20250702,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250702,200,20250702,1159,TP,1G,*,GDS,1,1,0,Daily,17450,14750
Daily,17439,85397,20250701,200,20250701,1159,1,1,47,Advito,Overnight,daily,2200,840,,active,1,AFP 3victors scope_Feb 2025.csv,30052,20250701,200,20250701,1159,TP,1G,*,GDS,1,1,0,Daily,17439,14750
Daily,17465,21102,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,SS,SKYS,*,SK,1,1,0,Daily,17465,12629
Daily,17432,14500,20250630,2000,20250701,459,1,1,32,AA,Miles_Evening,daily,1500,2359,,active,1,AA_M2_04JUN25.csv,35525,20250630,2000,20250701,459,TP,1G,*,DL,2,1,0,Daily,17432,12401
Daily,17456,715205,20250703,0,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,0,20250703,959,TP,1G,*,DL,2,1,0,Daily,17456,11657
Daily,17445,715205,20250702,0,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,0,20250702,959,TP,1G,*,DL,2,1,0,Daily,17445,11657
Daily,17434,715204,20250701,0,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,0,20250701,959,TP,1G,*,DL,2,1,0,Daily,17434,11648
Daily,17361,11466,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17361,11466
Daily,17332,11466,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17332,11466
Daily,17347,11466,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17347,11466
Daily,17433,23120,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,TP,1G,*,DL,2,1,0,Daily,17433,11328
Daily,17444,21883,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,TP,1G,*,DL,2,1,0,Daily,17444,11328
Daily,17455,21883,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,TP,1G,*,DL,2,1,0,Daily,17455,11328
Daily,17346,11170,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17346,11170
Daily,17360,11170,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17360,11170
Daily,17331,11170,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17331,11170
Daily,17362,10322,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17362,10322
Daily,17348,10322,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17348,10322
Daily,17333,10322,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17333,10322
Daily,17559,10212,20250703,1800,20250703,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250703,1800,20250703,2359,QL2,DL_IP,*,DL,1,1,0,Daily,17559,10212
Daily,17560,9640,20250703,1800,20250703,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250703,1800,20250703,2359,QL2,DL_IP,*,DL,1,1,0,Daily,17560,9640
Daily,17478,16245,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,SS,SKYS,*,SK,1,1,0,Daily,17478,9636
Daily,17312,32240,20250703,500,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250703,500,20250703,1059,SP,B6_API,*,B6,1,1,0,Daily,17312,9476
Daily,17301,32240,20250702,500,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250702,500,20250702,1059,SP,B6_API,*,B6,1,1,0,Daily,17301,9476
Daily,17290,32240,20250701,500,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250701,500,20250701,1059,SP,B6_API,*,B6,1,1,0,Daily,17290,9476
Daily,17449,536000,20250702,500,20250702,1059,2,1,83,WN,WN_detailed,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35035,20250702,500,20250702,1059,TP,1G,*,GDS,1,1,0,Daily,17449,9468
Daily,17460,536000,20250703,500,20250703,1059,2,1,83,WN,WN_detailed,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35035,20250703,500,20250703,1059,TP,1G,*,GDS,1,1,0,Daily,17460,9468
Daily,17438,536001,20250701,500,20250701,1059,2,1,83,WN,WN_detailed,daily,1900,600,,active,1,WN_GET_GDS_AA_20241009.csv,35035,20250701,500,20250701,1059,TP,1G,*,GDS,1,1,0,Daily,17438,9468
Daily,17242,107437,20250702,1800,20250702,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250702,1800,20250702,2359,AS,AS-API,*,AS,1,1,0,Daily,17242,9435
Daily,17230,107437,20250701,1800,20250701,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250701,1800,20250701,2359,AS,AS-API,*,AS,1,1,0,Daily,17230,9435
Daily,17254,107437,20250703,1800,20250703,2359,1,1,121,AS,Afternoon_NERT,daily,1100,1700,,active,1,NERT_Markets_20250522.csv,35477,20250703,1800,20250703,2359,AS,AS-API,*,AS,1,1,0,Daily,17254,9435
Daily,17539,10633,20250702,1800,20250702,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250702,1800,20250702,2359,QL2,DL_IP,*,DL,1,1,0,Daily,17539,8762
Daily,17520,10633,20250701,1800,20250701,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250701,1800,20250701,2359,QL2,DL_IP,*,DL,1,1,0,Daily,17520,8762
