collection_frequency,hourly_collection_plan_id,row_count,timeBox_start_date,timeBox_start_time,timeBox_end_date,timeBox_end_time,ownerSequence,inputRequest_exists,Collection_id,Collection_customer,Collection_name,collection_frequency_requestOwner,Collection_earliestStartTime,Collection_expectedDeliveryTime,Collection_hints,Collection_status,Collection_customerPackagingId,input_filename,input_reference,owner_timebox_start_date,owner_timebox_start_time,owner_timebox_end_date,owner_timebox_end_time,provider,site,hierarchy_customer,hierarchy_customerSiteCode,hierarchy_priority,requests_count,enrichment_request_count,file_collection_frequency,file_hourly_collection_plan_id,grouped_row_count
Daily,17530,9270,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17530,1642
Daily,17549,9270,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17549,1642
Daily,17566,8460,20250701,500,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250701,500,20250701,1059,AI,F9,*,F9,1,1,0,Daily,17566,1622
Daily,17581,8460,20250702,500,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250702,500,20250702,1059,AI,F9,*,F9,1,1,0,Daily,17581,1621
Daily,17596,8460,20250703,500,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250703,500,20250703,1059,AI,F9,*,F9,1,1,0,Daily,17596,1620
Daily,17431,183154,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,TP,1G,*,DY,3,1,0,Daily,17431,1620
Daily,17443,155391,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,TP,1G,*,DY,3,1,0,Daily,17443,1620
Daily,17576,1603,20250701,1800,20250701,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250701,1800,20250701,2359,AI,F9,*,F9,1,1,0,Daily,17576,1603
Daily,17591,1603,20250702,1800,20250702,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250702,1800,20250702,2359,AI,F9,*,F9,1,1,0,Daily,17591,1603
Daily,17606,1603,20250703,1800,20250703,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250703,1800,20250703,2359,AI,F9,*,F9,1,1,0,Daily,17606,1603
Daily,17528,9271,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17528,1602
Daily,17547,9271,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17547,1602
Daily,17508,9271,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17508,1602
Daily,17483,6243,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,SS,SKYS,*,AF,1,1,0,Daily,17483,1598
Daily,17496,6243,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,SS,SKYS,*,AF,1,1,0,Daily,17496,1598
Daily,17470,6243,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,SS,SKYS,*,AF,1,1,0,Daily,17470,1598
Daily,17549,9270,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17549,1598
Daily,17510,9270,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17510,1596
Daily,17530,9270,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17530,1592
Daily,17549,9270,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,QL2,DL_IP,*,DL,1,1,0,Daily,17549,1573
Daily,17530,9270,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,QL2,DL_IP,*,DL,1,1,0,Daily,17530,1573
Daily,17598,8460,20250703,0,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,0,20250703,959,AI,F9,*,F9,1,1,0,Daily,17598,1573
Daily,17568,8460,20250701,0,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,0,20250701,959,AI,F9,*,F9,1,1,0,Daily,17568,1573
Daily,17583,8460,20250702,0,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,0,20250702,959,AI,F9,*,F9,1,1,0,Daily,17583,1573
Daily,17510,9270,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,QL2,DL_IP,*,DL,1,1,0,Daily,17510,1573
Daily,17510,9270,20250701,500,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17510,1521
Daily,17530,9270,20250702,500,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17530,1518
Daily,17549,9270,20250703,500,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17549,1509
Daily,17511,9270,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,QL2,DL_IP,*,DL,1,1,0,Daily,17511,1493
Daily,17550,9270,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,QL2,DL_IP,*,DL,1,1,0,Daily,17550,1493
Daily,17531,9270,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,QL2,DL_IP,*,DL,1,1,0,Daily,17531,1493
Daily,17543,9270,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17543,1471
Daily,17504,9270,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17504,1471
Daily,17524,9270,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17524,1469
Daily,17527,9270,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17527,1461
Daily,17546,9270,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17546,1461
Daily,17507,9270,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17507,1461
Daily,17433,23120,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,TP,1G,*,DL,2,1,0,Daily,17433,1456
Daily,17548,9270,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17548,1449
Daily,17509,9270,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17509,1449
Daily,17529,9270,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17529,1449
Daily,17456,715205,20250703,0,20250703,1059,1,1,102,AA,AA_CanadaAlaskaHawaii,daily,1900,600,,active,1,AA_CAH.csv,34690,20250703,0,20250703,1059,TP,1G,*,DL,2,1,0,Daily,17456,1446
Daily,17434,715204,20250701,0,20250701,1059,1,1,102,AA,AA_CanadaAlaskaHawaii,daily,1900,600,,active,1,AA_CAH.csv,34690,20250701,0,20250701,1059,TP,1G,*,DL,2,1,0,Daily,17434,1443
Daily,17445,715205,20250702,0,20250702,1059,1,1,102,AA,AA_CanadaAlaskaHawaii,daily,1900,600,,active,1,AA_CAH.csv,34690,20250702,0,20250702,1059,TP,1G,*,DL,2,1,0,Daily,17445,1443
Daily,17595,2430,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250703,0,20250703,1059,AI,F9,*,F9,1,1,0,Daily,17595,1439
Daily,17565,2430,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250701,0,20250701,1059,AI,F9,*,F9,1,1,0,Daily,17565,1439
Daily,17580,2430,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250702,0,20250702,1059,AI,F9,*,F9,1,1,0,Daily,17580,1439
Daily,17532,9270,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,QL2,DL_IP,*,DL,1,1,0,Daily,17532,1438
Daily,17512,9270,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,QL2,DL_IP,*,DL,1,1,0,Daily,17512,1438
Daily,17551,9270,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,QL2,DL_IP,*,DL,1,1,0,Daily,17551,1438
Daily,17545,9270,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17545,1431
Daily,17506,9270,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17506,1431
Daily,17526,9270,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17526,1431
Daily,17542,5050,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17542,1429
Daily,17523,5050,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17523,1429
Daily,17503,1424,20250703,1800,20250703,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250703,1800,20250703,2359,SS,SKYS,*,SY,2,1,0,Daily,17503,1424
Daily,17477,1424,20250701,1800,20250701,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250701,1800,20250701,2359,SS,SKYS,*,SY,2,1,0,Daily,17477,1424
Daily,17490,1424,20250702,1800,20250702,2359,1,1,44,AS,Afternoon,daily,1100,1700,,active,1,AS_Daily_20250423.csv,33380,20250702,1800,20250702,2359,SS,SKYS,*,SY,2,1,0,Daily,17490,1424
Daily,17550,9270,20250703,500,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17550,1411
Daily,17531,9270,20250702,500,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17531,1409
Daily,17511,9270,20250701,500,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17511,1408
Daily,17552,9270,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,QL2,DL_IP,*,DL,1,1,0,Daily,17552,1400
Daily,17513,9270,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,QL2,DL_IP,*,DL,1,1,0,Daily,17513,1400
Daily,17533,9270,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,QL2,DL_IP,*,DL,1,1,0,Daily,17533,1400
Daily,17334,1390,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17334,1390
Daily,17363,1390,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17363,1390
Daily,17349,1390,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,DY_NEW,*,DY,1,1,0,Daily,17349,1390
Daily,17544,9269,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17544,1370
Daily,17525,9269,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17525,1370
Daily,17505,9269,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17505,1370
Daily,17455,21883,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,TP,1G,*,DL,2,1,0,Daily,17455,1361
Daily,17444,21883,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,TP,1G,*,DL,2,1,0,Daily,17444,1361
Daily,17525,9269,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17525,1336
Daily,17505,9269,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17505,1331
Daily,17544,9269,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17544,1330
Daily,17508,9271,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17508,1310
Daily,17220,10988,20250701,500,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250701,500,20250701,1059,AS,AS-API,*,AS,1,1,0,Daily,17220,1308
Daily,17245,10988,20250703,500,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250703,500,20250703,1059,AS,AS-API,*,AS,1,1,0,Daily,17245,1308
Daily,17233,10988,20250702,500,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_B5.csv,36136,20250702,500,20250702,1059,AS,AS-API,*,AS,1,1,0,Daily,17233,1308
Daily,17512,9270,20250701,500,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17512,1307
Daily,17547,9271,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17547,1307
Daily,17551,9270,20250703,500,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17551,1306
Daily,17532,9270,20250702,500,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17532,1305
Daily,17528,9271,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17528,1304
Daily,17266,1272,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,WF,*,WF,1,1,0,Daily,17266,1272
Daily,17255,1272,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,WF,*,WF,1,1,0,Daily,17255,1272
Daily,17277,1272,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,WF,*,WF,1,1,0,Daily,17277,1272
Daily,17506,9270,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17506,1248
Daily,17513,9270,20250701,500,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17513,1245
Daily,17533,9270,20250702,500,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17533,1244
Daily,17552,9270,20250703,500,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17552,1243
Daily,17526,9270,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17526,1242
Daily,17545,9270,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17545,1242
Daily,17529,9270,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17529,1237
Daily,17509,9270,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17509,1232
Daily,17548,9270,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17548,1230
Daily,17543,9270,20250702,2300,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,2300,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17543,1203
Daily,17524,9270,20250701,2300,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,2300,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17524,1203
Daily,17504,9270,20250630,2300,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250630,2300,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17504,1203
Daily,17546,9270,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17546,1202
Daily,17527,9270,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17527,1199
Daily,17507,9270,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17507,1190
Daily,17509,9270,20250701,500,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17509,1176
Daily,17529,9270,20250702,500,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17529,1163
Daily,17445,715205,20250702,0,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,0,20250702,959,TP,1G,*,GDS,1,1,0,Daily,17445,1152
Daily,17456,715205,20250703,0,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,0,20250703,959,TP,1G,*,GDS,1,1,0,Daily,17456,1152
Daily,17434,715204,20250701,0,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,0,20250701,959,TP,1G,*,GDS,1,1,0,Daily,17434,1152
Daily,17548,9270,20250703,500,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17548,1146
Daily,17301,32240,20250702,0,20250702,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250702,0,20250702,1059,SP,B6_API,*,B6,1,1,0,Daily,17301,1128
Daily,17290,32240,20250701,0,20250701,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250701,0,20250701,1059,SP,B6_API,*,B6,1,1,0,Daily,17290,1128
Daily,17312,32240,20250703,0,20250703,1059,1,1,33,AA,Overnight,daily,1900,600,,active,1,AA_A1.csv,32335,20250703,0,20250703,1059,SP,B6_API,*,B6,1,1,0,Daily,17312,1128
Daily,17459,536000,20250703,0,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,0,20250703,959,TP,1G,*,GDS,1,1,0,Daily,17459,1026
Daily,17437,536000,20250701,0,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,0,20250701,959,TP,1G,*,GDS,1,1,0,Daily,17437,1026
Daily,17448,536000,20250702,0,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,0,20250702,959,TP,1G,*,GDS,1,1,0,Daily,17448,1026
Daily,17548,9270,20250703,500,20250703,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250703,500,20250703,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17548,1025
Daily,17529,9270,20250702,500,20250702,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250702,500,20250702,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17529,1009
Daily,17509,9270,20250701,500,20250701,1059,1,1,108,AA,AA_B6,daily,1800,600,,active,1,AA_B6.csv,36652,20250701,500,20250701,1059,QL2,DL_IP,*,DL,1,1,0,Daily,17509,1000
Daily,17635,4733,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,SS,BA,*,BA,1,1,0,Daily,17635,992
Daily,17623,4733,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,SS,BA,*,BA,1,1,0,Daily,17623,992
Daily,17495,6276,20250703,400,20250703,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250703,400,20250703,959,SS,SKYS,*,VS,1,1,0,Daily,17495,992
Daily,17482,6276,20250702,400,20250702,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250702,400,20250702,959,SS,SKYS,*,VS,1,1,0,Daily,17482,992
Daily,17469,6276,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,SS,SKYS,*,VS,1,1,0,Daily,17469,992
Daily,17611,4733,20250701,400,20250701,959,1,1,40,B6,Overnight,daily,2000,600,,active,1,B6.csv,33706,20250701,400,20250701,959,SS,BA,*,BA,1,1,0,Daily,17611,992
Daily,17280,960,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,WF,*,WF,1,1,0,Daily,17280,960
Daily,17269,960,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,WF,*,WF,1,1,0,Daily,17269,960
Daily,17279,960,20250702,2300,20250703,359,1,1,45,SK,all,daily,100,630,,active,1,02JUL25 MasterSubscriptionFile.csv,36912,20250702,2300,20250703,359,QL2,WF,*,WF,1,1,0,Daily,17279,960
Daily,17258,960,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,WF,*,WF,1,1,0,Daily,17258,960
Daily,17257,960,20250630,2300,20250701,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250630,2300,20250701,359,QL2,WF,*,WF,1,1,0,Daily,17257,960
Daily,17268,960,20250701,2300,20250702,359,1,1,45,SK,all,daily,100,630,,active,1,27JUN25MasterSubscriptionFile.csv,36798,20250701,2300,20250702,359,QL2,WF,*,WF,1,1,0,Daily,17268,960
