collection_frequency,hourly_collection_plan_id,provider,site,siteHierarchy_customer,siteHierarchy_customerSiteCode,siteHierarchy_priority,requests_count,enrichment_request_count,timeBox_startTime_date,timeBox_startTime_time,timeBox_endTime_date,timeBox_endTime_time,ownerSequence,customerCollection_id,customerCollection_customer,customerCollection_name,customerCollection_frequency,customerCollection_earliestStartTime,customerCollection_expectedDeliveryTime,customerCollection_hints,customerCollection_status,customerCollection_customerPackagingId,input_filename,input_reference,inputRequest_exists,timebox_startTime_date,timebox_startTime_time,timebox_endTime_date,timebox_endTime_time,row_count
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,7974
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,7339
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,4,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,2085
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,114
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,439
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,4,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,635
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,5,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,131
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,147
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,196
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,19
daily,497,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,4,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,868
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,18571
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,22077
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23530,1,20250509,500,20250509,1000,49369
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,46613
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,27164
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,2756
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,2756
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250509,500,20250509,1000,458
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,6005
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,2528
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,53
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,6678
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,105,UA,UA_CS,daily,0,900,,active,1,UA_InputFile_Codeshare_0312.csv,31365,1,20250509,500,20250509,1300,16
daily,497,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,16
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23530,1,20250509,500,20250509,1000,9367
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,9367
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,8438
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,4,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,7932
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,934
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,288
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,433
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,288
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,4,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,929
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,641
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,5,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,499
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,2,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,213
daily,498,UA,UA,*,UA,1,1,0,20250509,700,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,71
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,83,WN,WN_detailed,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23530,1,20250509,500,20250509,1000,44706
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,42170
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,37628
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,20447
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_CORE.csv,31699,1,20250509,500,20250509,1000,25746
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,33,AA,Overnight,daily,0,600,,active,1,AA_B4.csv,33687,1,20250509,500,20250509,1000,2536
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,64,WN,WN_aggregated,daily,0,600,,active,1,WN_GET_UA_20241011.csv,23529,1,20250509,500,20250509,1000,2536
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B2.csv,31919,1,20250509,500,20250509,1000,449
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,102,AA,AA_CanadaAlaskaHawaii,daily,0,600,,active,1,AA_CAH.csv,30730,1,20250509,500,20250509,1000,2281
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,3426
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,3,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,104
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,105,UA,UA_CS,daily,0,900,,active,1,UA_InputFile_Codeshare_0312.csv,31365,1,20250509,500,20250509,1300,104
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,2,108,AA,AA_B6,daily,0,600,,active,1,AA_B6_22APR2025.csv,33336,1,20250509,500,20250509,1000,104
daily,498,UA,UA,*,UA,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,48
daily,499,UA,UA,*,UA,1,1,0,20250509,1000,20250509,1100,1,106,SmarterTravel,SmarterTravelDaily,daily,600,800,,active,1,20250311_10Market_Test.csv,31392,1,20250509,1000,20250509,1100,122
daily,500,UA,UA,*,UA,1,1,0,20250509,500,20250509,1300,1,105,UA,UA_CS,daily,0,900,,active,1,UA_InputFile_Codeshare_0312.csv,31365,1,20250509,500,20250509,1300,1100
daily,501,UA,UA,*,UA,1,1,0,20250509,500,20250509,1600,1,93,UA,WN_POC,daily,0,1200,,active,1,UA_WN_POC_2024-12-10.csv,26506,1,20250509,500,20250509,1600,3600
daily,502,UA,UA,*,UA,1,1,0,20250509,700,20250509,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,2495
daily,503,QL2,QR,*,QR,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250507,2200,20250508,300,180
daily,504,QL2,QR,*,QR,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250507,2200,20250508,300,630
daily,505,QL2,QR,*,QR,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250508,2200,20250509,300,180
daily,506,QL2,QR,*,QR,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250508,2200,20250509,300,630
daily,507,QL2,EI,*,EI,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,500
daily,508,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,84
daily,508,QL2,EI,*,EI,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,416
daily,509,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,68
daily,509,QL2,EI,*,EI,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,432
daily,510,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,63
daily,510,QL2,EI,*,EI,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,437
daily,511,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,60
daily,511,QL2,EI,*,EI,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,440
daily,512,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,500
daily,513,QL2,EI,*,EI,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,500
daily,514,QL2,EI,*,EI,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,500
daily,515,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,84
daily,515,QL2,EI,*,EI,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,416
daily,516,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,68
daily,516,QL2,EI,*,EI,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,432
daily,517,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,63
daily,517,QL2,EI,*,EI,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,437
daily,518,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,60
daily,518,QL2,EI,*,EI,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,440
daily,519,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,500
daily,520,QL2,EI,*,EI,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,500
daily,521,QL2,EK,*,EK,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250508,500,20250508,1000,312
daily,522,QL2,EK,*,EK,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_A1.csv,32335,1,20250509,500,20250509,1000,312
daily,523,QL2,AM,*,AM,1,1,0,20250508,700,20250508,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,372
daily,524,QL2,AM,*,AM,1,1,0,20250508,700,20250508,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250508,700,20250508,2200,738
daily,525,QL2,AM,*,AM,1,1,0,20250509,700,20250509,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,372
daily,526,QL2,AM,*,AM,1,1,0,20250509,700,20250509,2200,1,44,AS,Afternoon,daily,0,1600,,active,1,AS_Daily_20250423.csv,33380,1,20250509,700,20250509,2200,738
daily,527,QL2,MX,*,MX,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,400
daily,528,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,5
daily,528,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,5
daily,528,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,388
daily,528,QL2,MX,*,MX,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,7
daily,529,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,5
daily,529,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,5
daily,529,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,386
daily,529,QL2,MX,*,MX,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,9
daily,530,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,5
daily,530,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,5
daily,530,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,385
daily,530,QL2,MX,*,MX,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,10
daily,531,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,5
daily,531,QL2,MX,*,MX,1,1,0,20250508,500,20250508,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,5
daily,531,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,384
daily,531,QL2,MX,*,MX,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,10
daily,532,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,400
daily,533,QL2,MX,*,MX,1,1,0,20250508,500,20250508,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250508,500,20250508,1000,400
daily,534,QL2,MX,*,MX,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,400
daily,535,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,5
daily,535,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,5
daily,535,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,388
daily,535,QL2,MX,*,MX,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,7
daily,536,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,5
daily,536,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,5
daily,536,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,386
daily,536,QL2,MX,*,MX,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,9
daily,537,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,5
daily,537,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,5
daily,537,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,385
daily,537,QL2,MX,*,MX,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,10
daily,538,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,5
daily,538,QL2,MX,*,MX,1,1,0,20250509,500,20250509,800,2,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,5
daily,538,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,384
daily,538,QL2,MX,*,MX,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,10
daily,539,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,400
daily,540,QL2,MX,*,MX,1,1,0,20250509,500,20250509,1000,1,33,AA,Overnight,daily,0,600,,active,1,AA_B5.csv,33731,1,20250509,500,20250509,1000,400
daily,541,QL2,B0,*,B0,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,100
daily,542,QL2,B0,*,B0,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,100
daily,543,QL2,B0,*,B0,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,100
daily,544,QL2,B0,*,B0,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,100
daily,545,QL2,B0,*,B0,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,100
daily,546,QL2,B0,*,B0,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,100
daily,547,QL2,B0,*,B0,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,100
daily,548,QL2,B0,*,B0,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,100
daily,549,QL2,B0,*,B0,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,100
daily,550,QL2,B0,*,B0,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,100
daily,551,QL2,9K,*,9K,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,24
daily,552,QL2,9K,*,9K,1,1,0,20250508,400,20250508,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250508,400,20250508,800,1306
daily,553,QL2,9K,*,9K,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,24
daily,554,QL2,9K,*,9K,1,1,0,20250509,400,20250509,800,1,40,B6,Overnight,daily,0,500,,active,1,B6.csv,33706,1,20250509,400,20250509,800,1306
daily,555,QL2,RC,*,RC,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,58
daily,556,QL2,RC,*,RC,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,268
daily,557,QL2,RC,*,RC,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,268
daily,558,QL2,RC,*,RC,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,56
daily,559,QL2,RC,*,RC,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,268
daily,560,QL2,RC,*,RC,1,1,0,20250508,2200,20250509,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250508,2200,20250509,300,268
daily,561,QL2Vacations,Priceline,*,Priceline,1,1,0,20250509,500,20250509,500,1,53,WNVacations,vacation-HA-Priceline,daily,0,2359,,active,1,Priceline-H+A-FullVolumeShallowCrawlTest05012025-m.csv,33951,1,20250509,500,20250509,500,18227
daily,562,TP,1G,*,GDS,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250507,2200,20250508,300,13710
daily,562,TP,1G,*,LO_GDS,1,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions3V-IC-24apr25.csv,33426,1,20250507,2200,20250508,300,340
daily,562,TP,1G,*,DY,3,1,0,20250507,2200,20250508,300,1,45,SK,all,daily,0,630,,active,1,Mastersubscriptions2May2025.csv,33961,1,20250507,2200,20250508,300,34194
